pipe_id,pipe_age_yrs,diameter_mm,material,soil_type,burial_depth_m,num_prior_repairs,avg_pressure_bar,pressure_variance,avg_flow_lps,flow_variance,pressure_drop_pct,soil_temp_c,elevation_m,zone,failure
P00240,24,100,ductile_iron,clay,1.78,1,4.78,0.11,114.52,7.389,2.52,13.5,53.8,Zone_D,0
P00241,41,50,PVC,rocky,3.01,1,2.11,0.396,58.63,1.515,2.78,18.4,135.3,Zone_E,0
P00242,52,150,PVC,clay,3.08,0,4.55,0.52,43.31,0.117,8.12,23.5,245.3,Zone_B,0
P00243,49,50,ductile_iron,loam,3.32,0,3.43,0.402,64.22,1.431,4.61,14.6,77.0,Zone_C,0
P00244,49,400,concrete,clay,1.36,3,3.59,1.447,97.11,1.506,2.08,18.7,317.0,Zone_B,0
P00245,58,100,ductile_iron,clay,2.54,0,3.72,0.008,23.75,2.195,2.72,21.0,418.3,Zone_C,0
P00246,52,200,ductile_iron,rocky,0.71,0,3.85,0.121,47.61,0.36,13.63,19.1,426.1,Zone_C,0
P00247,12,200,steel,sandy,2.68,1,2.12,0.038,70.05,1.295,10.61,26.0,157.5,Zone_E,0
P00248,39,100,cast_iron,rocky,2.19,1,5.42,1.655,101.95,0.979,2.32,14.6,83.5,Zone_D,0
P00249,2,150,cast_iron,clay,1.25,5,5.29,0.133,,4.99,12.08,22.7,391.3,Zone_D,0
P00250,3,50,PVC,sandy,2.46,0,5.9,0.674,68.31,0.702,14.35,22.1,183.7,Zone_D,0
P00251,49,150,cast_iron,loam,0.91,0,2.96,0.079,,0.037,1.53,28.1,330.4,Zone_A,0
P00252,37,50,concrete,clay,1.5,2,7.97,0.027,,1.375,10.65,11.0,48.8,Zone_C,0
P00253,49,300,PVC,clay,1.7,2,2.81,0.106,29.54,6.583,4.04,17.3,249.7,Zone_B,0
P00254,56,400,PVC,clay,2.83,0,6.87,0.162,83.85,2.057,8.05,16.8,156.4,Zone_E,0
P00255,17,100,cast_iron,rocky,1.43,0,3.32,0.306,29.39,1.837,3.44,,342.2,Zone_C,0
P00256,59,100,ductile_iron,loam,0.65,0,4.63,0.011,105.89,3.571,2.14,,309.5,Zone_D,0
P00257,49,200,PVC,sandy,1.04,1,3.95,0.48,108.36,0.337,8.27,13.2,232.2,Zone_A,0
P00258,2,100,PVC,clay,2.32,3,3.85,0.534,35.53,0.873,12.47,28.9,467.0,Zone_C,0
P00259,2,300,steel,clay,0.55,2,4.92,0.172,17.11,0.467,14.48,11.2,277.2,Zone_D,0
P00260,28,150,ductile_iron,sandy,2.88,0,3.44,0.154,52.3,0.97,12.14,5.0,16.8,Zone_A,0
P00261,54,150,PVC,rocky,3.2,1,,0.106,96.28,0.116,,31.3,267.0,Zone_A,0
P00262,23,200,ductile_iron,loam,1.99,0,3.5,0.121,17.4,1.057,9.56,28.9,40.0,Zone_B,0
P00263,37,150,PVC,sandy,2.62,1,7.84,,16.41,0.32,2.05,33.4,480.9,Zone_E,0
P00264,32,300,PVC,sandy,1.89,1,3.44,0.465,33.14,1.939,6.19,16.6,373.5,Zone_A,0
P00265,33,300,cast_iron,rocky,1.43,3,6.59,1.232,84.66,1.309,2.23,20.5,13.7,Zone_B,0
P00266,1,100,PVC,sandy,0.99,1,4.82,0.879,48.05,2.203,11.57,9.2,249.0,Zone_E,0
P00267,19,50,cast_iron,rocky,2.05,0,2.23,0.429,89.72,1.165,2.25,17.7,472.2,Zone_D,0
P00268,2,400,PVC,clay,3.29,2,2.92,0.092,51.55,1.968,11.13,19.0,401.2,Zone_C,0
P00269,53,300,PVC,loam,3.17,1,7.57,0.195,14.09,0.21,1.53,21.5,143.8,Zone_D,0
P00270,44,50,cast_iron,loam,3.26,2,6.92,0.323,119.83,0.361,8.16,19.7,341.6,Zone_C,0
P00271,26,200,concrete,loam,3.4,0,2.86,0.273,83.32,6.844,3.1,,386.2,Zone_D,0
P00272,32,150,PVC,loam,1.0,0,2.31,0.033,77.6,3.668,2.24,19.6,327.9,Zone_A,0
P00273,6,100,concrete,clay,0.94,2,2.92,0.222,61.76,1.637,6.56,17.1,449.2,Zone_A,0
P00274,32,300,cast_iron,clay,1.78,1,5.5,0.104,14.56,13.297,14.45,17.4,124.7,Zone_E,0
P00275,55,100,concrete,rocky,2.57,1,5.8,0.428,118.3,0.073,1.31,21.6,375.8,Zone_D,0
P00276,4,300,cast_iron,clay,1.82,2,4.27,1.333,58.56,7.62,6.66,15.3,305.8,Zone_B,0
P00277,55,100,PVC,rocky,3.18,0,3.69,0.075,9.75,0.124,1.39,16.0,483.3,Zone_D,0
P00278,11,150,concrete,loam,2.65,1,3.24,0.987,,2.057,3.65,24.8,345.1,Zone_D,0
P00279,56,100,cast_iron,sandy,2.4,0,4.63,0.152,8.79,1.751,,27.3,222.3,Zone_C,0
P00280,59,150,cast_iron,rocky,0.71,0,2.14,0.584,63.28,4.164,,24.2,66.9,Zone_A,0
P00281,17,200,steel,loam,1.03,2,2.05,0.467,91.72,1.754,11.73,25.1,322.0,Zone_B,0
P00282,38,100,PVC,sandy,1.78,1,6.79,0.123,115.08,0.499,5.02,28.7,479.5,Zone_E,0
P00283,24,150,PVC,clay,3.43,2,5.18,0.231,101.99,0.485,11.7,15.4,172.7,Zone_A,0
P00284,5,150,cast_iron,rocky,1.5,4,6.69,0.396,36.18,2.648,0.24,24.3,332.1,Zone_A,0
P00285,52,50,PVC,loam,2.39,1,2.68,1.215,44.91,3.595,0.83,10.4,395.1,Zone_C,0
P00286,34,200,cast_iron,loam,3.47,2,6.89,0.102,64.77,1.331,2.54,,438.9,Zone_B,0
P00287,6,100,concrete,loam,1.29,1,7.54,0.211,83.78,3.284,6.72,20.0,385.1,Zone_C,0
P00288,22,150,PVC,clay,1.0,2,5.2,2.592,89.68,0.34,,16.8,213.2,Zone_D,0
P00289,11,150,PVC,rocky,2.14,1,2.63,0.779,102.7,1.518,10.86,22.1,14.1,Zone_B,0
P00290,48,150,cast_iron,clay,2.16,2,2.74,0.242,30.84,1.3,14.89,12.5,298.7,Zone_A,1
P00291,16,100,steel,clay,3.27,1,3.17,0.077,17.85,3.536,11.97,24.5,280.7,Zone_A,0
P00292,33,150,PVC,clay,0.58,1,3.11,0.347,25.42,5.029,12.26,,217.2,Zone_B,0
P00293,9,150,steel,clay,1.72,1,7.67,0.438,113.49,0.24,14.82,15.0,320.4,Zone_B,0
P00294,59,200,ductile_iron,sandy,1.44,0,6.8,0.149,20.22,1.748,6.94,19.1,30.5,Zone_E,0
P00295,6,200,steel,clay,2.21,1,3.91,0.622,41.68,1.076,14.5,14.3,455.5,Zone_C,0
P00296,16,150,PVC,clay,0.53,5,6.9,0.389,27.51,1.296,8.76,11.4,159.3,Zone_B,0
P00297,29,50,cast_iron,clay,2.63,5,,0.229,17.73,3.593,10.15,20.1,69.7,Zone_D,0
P00298,3,100,ductile_iron,loam,1.95,3,4.13,0.171,65.58,2.223,0.45,7.6,106.3,Zone_D,0
P00299,20,100,cast_iron,sandy,2.6,2,2.18,0.168,48.63,1.419,,19.6,302.8,Zone_A,0
P00300,59,100,ductile_iron,sandy,1.84,0,13.599092030676266,0.78,88.56,1.65,14.62,10.0,391.3,Zone_C,0
P00301,36,150,ductile_iron,loam,1.92,3,3.95,0.345,50.14,3.855,13.98,21.2,86.6,Zone_C,0
P00302,19,100,PVC,sandy,3.19,2,2.27,0.166,68.89,3.629,,10.7,344.0,Zone_C,0
P00303,26,100,PVC,sandy,1.13,4,2.73,0.777,,0.838,8.57,16.2,84.1,Zone_A,0
P00304,3,50,PVC,rocky,1.15,1,3.53,0.011,65.66,0.241,12.73,13.0,361.5,Zone_E,0
P00305,19,50,cast_iron,clay,2.18,1,3.07,2.686,55.3,0.341,4.71,17.9,348.0,Zone_D,1
P00306,20,100,steel,sandy,2.48,0,,1.098,20.2,0.779,3.27,27.2,431.5,Zone_C,0
P00307,32,100,concrete,loam,1.56,5,3.57,0.679,69.33,6.729,2.22,17.2,337.0,Zone_B,0
P00308,7,150,ductile_iron,loam,2.06,3,6.42,,16.4,5.381,,21.1,42.8,Zone_C,0
P00309,52,150,cast_iron,rocky,1.18,2,4.67,1.103,17.06,4.631,13.38,19.0,423.3,Zone_A,1
P00310,41,100,PVC,clay,0.91,0,5.98,0.848,56.89,1.659,8.69,,330.2,Zone_C,0
P00311,33,150,PVC,loam,1.21,3,7.57,0.808,64.73,1.378,8.04,17.0,113.2,Zone_D,0
P00312,40,100,PVC,loam,3.25,4,2.01,0.096,90.85,0.572,2.59,27.7,470.5,Zone_D,0
P00313,39,100,PVC,clay,2.91,1,7.71,0.478,57.5,2.27,5.96,6.4,440.7,Zone_E,0
P00314,18,50,cast_iron,clay,0.92,1,3.67,1.151,76.46,4.254,,18.1,217.8,Zone_A,1
P00315,40,150,steel,loam,0.64,2,3.73,0.351,110.78,3.674,,17.4,299.8,Zone_A,0
P00316,1,200,ductile_iron,clay,0.78,2,5.78,0.401,,2.859,0.81,18.9,338.2,Zone_D,0
P00317,11,100,cast_iron,clay,1.38,0,4.17,0.262,35.35,0.559,5.97,26.1,423.8,Zone_E,0
P00318,28,100,cast_iron,clay,2.93,1,2.48,0.554,57.46,1.716,0.81,6.0,184.0,Zone_C,0
P00319,57,300,ductile_iron,clay,1.46,1,6.27,0.984,66.08,0.51,9.77,12.6,342.2,Zone_C,1
P00320,25,100,PVC,clay,1.06,0,3.1,0.357,56.4,3.258,6.29,12.5,358.0,Zone_D,0
P00321,50,100,PVC,sandy,1.69,0,7.58,1.737,115.79,5.109,,25.2,190.8,Zone_A,0
P00322,23,300,concrete,clay,0.87,2,7.93,0.258,38.39,5.556,12.71,14.8,218.0,Zone_E,0
P00323,31,200,cast_iron,rocky,1.91,0,3.09,0.065,64.71,5.053,8.85,19.8,217.6,Zone_E,0
P00324,30,150,concrete,clay,2.53,2,17.983245698149638,,19.46,0.671,7.28,12.7,209.0,Zone_E,0
P00325,42,150,PVC,sandy,1.61,2,7.95,0.433,77.43,0.471,11.88,18.3,274.3,Zone_C,0
P00326,35,100,PVC,rocky,1.02,3,7.73,0.839,42.74,0.172,8.61,18.8,32.1,Zone_E,0
P00327,7,50,steel,rocky,1.86,3,5.39,0.943,97.64,2.766,0.98,31.0,498.5,Zone_B,0
P00328,16,150,PVC,sandy,2.79,0,,1.658,19.99,6.545,3.87,8.5,160.3,Zone_A,0
P00329,26,50,ductile_iron,sandy,0.73,1,2.07,0.374,106.18,0.253,8.6,17.0,275.1,Zone_C,0
P00330,48,150,steel,loam,0.71,1,7.39,0.118,54.46,1.299,1.58,,150.2,Zone_D,0
P00331,57,300,PVC,rocky,1.45,2,2.21,0.567,51.84,0.638,3.75,15.8,468.7,Zone_D,0
P00332,52,400,PVC,clay,1.75,3,5.46,1.117,92.79,2.615,9.1,13.8,487.7,Zone_E,1
P00333,49,100,steel,sandy,1.15,2,3.12,0.103,39.75,3.998,13.88,24.6,490.1,Zone_E,0
P00334,2,150,ductile_iron,rocky,0.58,0,3.45,0.214,103.61,0.864,10.98,15.3,223.3,Zone_A,0
P00335,1,150,PVC,sandy,1.16,2,2.14,0.764,36.9,2.305,7.61,7.6,306.6,Zone_B,0
P00336,48,300,PVC,loam,1.81,1,,0.134,89.13,1.016,3.18,16.3,412.6,Zone_D,0
P00337,12,100,PVC,loam,0.74,2,4.1,,11.42,5.938,2.89,26.6,84.5,Zone_C,0
P00338,5,50,cast_iron,clay,2.65,0,7.27,0.924,85.61,0.004,11.64,24.5,197.2,Zone_C,0
P00339,37,100,steel,sandy,2.16,3,,0.352,35.2,2.925,13.9,9.7,160.3,Zone_C,0
P00340,32,100,cast_iron,loam,1.8,1,5.23,3.043,88.61,0.088,1.81,9.3,249.0,Zone_A,1
P00341,59,100,PVC,loam,2.06,2,5.72,0.175,100.09,2.581,10.13,17.8,400.8,Zone_E,0
P00342,55,200,concrete,rocky,2.47,1,5.21,1.34,,5.99,10.92,25.4,317.7,Zone_B,0
P00343,9,200,ductile_iron,loam,3.48,1,3.83,0.172,24.21,4.329,7.65,14.7,67.0,Zone_D,0
P00344,41,100,cast_iron,clay,2.83,2,7.28,0.593,90.68,0.253,4.97,20.3,109.8,Zone_D,0
P00345,35,150,cast_iron,loam,2.12,3,4.85,0.704,24.54,0.151,10.63,11.0,75.0,Zone_E,0
P00346,19,50,PVC,sandy,2.81,1,6.52,0.526,7.25,5.028,6.86,16.8,116.5,Zone_B,0
P00347,48,300,concrete,loam,1.93,0,7.47,0.384,12.09,0.642,6.88,20.6,25.1,Zone_B,0
P00348,16,300,PVC,sandy,1.43,1,2.02,0.529,8.0,0.387,1.53,9.0,442.5,Zone_A,0
P00349,3,400,cast_iron,loam,1.29,2,4.87,0.012,109.36,0.531,9.45,22.5,423.7,Zone_D,0
P00350,20,300,PVC,loam,1.7,1,5.63,1.065,104.49,1.535,1.37,15.7,282.0,Zone_C,0
P00351,24,100,PVC,loam,0.51,1,5.01,0.381,68.87,0.141,4.19,13.7,387.1,Zone_E,0
P00352,54,50,ductile_iron,rocky,1.03,0,7.41,0.331,63.92,0.054,2.7,25.5,500.0,Zone_E,0
P00353,56,150,PVC,clay,0.88,1,7.64,0.427,33.05,1.766,14.18,12.3,295.1,Zone_E,1
P00354,33,300,ductile_iron,sandy,3.38,1,2.81,0.423,,1.148,1.2,14.6,310.8,Zone_A,0
P00355,24,100,steel,sandy,0.69,0,3.81,0.653,112.09,4.589,6.94,15.4,433.3,Zone_B,0
P00356,52,50,ductile_iron,rocky,2.0,4,3.58,0.046,70.57,1.636,9.19,4.9,269.8,Zone_C,0
P00357,11,200,ductile_iron,clay,3.26,1,4.98,,,1.743,6.99,22.9,34.5,Zone_A,0
P00358,49,50,steel,sandy,2.32,1,4.29,1.413,9.26,5.026,9.93,14.0,179.4,Zone_E,0
P00359,8,150,PVC,rocky,1.99,1,4.16,0.006,105.21,0.199,0.47,12.6,361.8,Zone_A,0
P00360,36,200,ductile_iron,rocky,2.73,1,5.2,0.371,29.95,1.226,13.91,8.0,355.1,Zone_C,0
P00361,38,100,concrete,rocky,1.56,1,4.94,0.66,5.55,1.03,5.32,6.3,497.1,Zone_D,0
P00362,40,50,PVC,sandy,1.08,1,4.79,0.164,90.53,3.038,6.49,30.4,373.3,Zone_E,0
P00363,20,200,cast_iron,rocky,3.04,3,2.68,,99.22,1.09,8.07,17.5,45.2,Zone_B,0
P00364,35,150,PVC,sandy,0.67,2,5.24,,37.92,1.323,9.66,26.6,477.9,Zone_D,0
P00365,48,400,steel,loam,2.92,4,2.35,,100.64,1.275,1.88,20.8,25.3,Zone_B,0
P00366,25,100,PVC,clay,0.81,2,5.7,0.118,97.51,3.137,5.51,11.0,325.6,Zone_B,0
P00367,35,50,cast_iron,loam,2.38,5,5.74,0.698,60.98,2.233,8.94,22.4,135.6,Zone_D,0
P00368,25,200,PVC,sandy,1.93,1,3.56,0.618,112.93,1.113,7.92,24.4,130.5,Zone_E,0
P00369,29,150,PVC,sandy,3.5,2,2.81,0.994,102.14,0.148,0.77,10.0,288.5,Zone_C,0
P00370,18,100,steel,loam,1.66,1,6.79,,8.4,3.593,11.25,19.6,24.1,Zone_A,0
P00371,46,200,cast_iron,clay,3.37,1,6.62,0.086,108.47,9.907,5.8,15.1,147.5,Zone_B,0
P00372,18,100,PVC,clay,1.71,2,7.68,0.813,67.24,2.722,0.29,16.3,124.6,Zone_B,0
P00373,2,100,cast_iron,sandy,2.55,1,4.68,0.545,58.9,1.134,11.95,14.2,208.6,Zone_C,0
P00374,54,50,PVC,loam,2.43,0,3.89,0.518,115.09,1.0,0.09,14.6,31.8,Zone_C,0
P00375,35,150,concrete,clay,0.76,1,3.82,0.158,37.75,1.821,3.03,10.3,169.0,Zone_B,0
P00376,16,150,cast_iron,loam,2.73,0,3.08,,,0.481,10.87,20.0,97.5,Zone_A,0
P00377,41,150,ductile_iron,loam,1.13,2,4.1,2.298,26.12,0.341,8.9,24.0,111.3,Zone_C,1
P00378,36,200,PVC,loam,1.67,1,,0.089,105.27,0.239,8.37,20.9,416.7,Zone_E,0
P00379,33,300,PVC,sandy,2.85,3,7.23,0.673,12.78,6.947,7.6,17.2,497.0,Zone_E,0
P00380,4,100,ductile_iron,loam,3.33,2,4.08,0.239,6.79,2.157,14.37,10.8,225.0,Zone_A,0
P00381,33,50,PVC,clay,2.18,2,5.28,,22.45,1.622,0.89,19.5,57.1,Zone_A,0
P00382,14,50,steel,sandy,2.06,1,2.4,0.075,77.84,4.286,6.93,12.9,390.3,Zone_B,0
P00383,21,100,PVC,loam,2.01,3,3.68,0.117,18.51,0.798,14.53,21.9,418.8,Zone_B,0
P00384,48,200,PVC,rocky,2.95,0,3.34,0.954,110.88,1.426,3.94,22.6,153.7,Zone_C,0
P00385,20,200,ductile_iron,clay,3.48,1,7.32,0.397,83.02,0.303,0.49,13.4,231.5,Zone_B,0
P00386,56,200,concrete,sandy,2.4,0,3.08,1.112,83.53,1.864,7.13,10.7,183.6,Zone_B,0
P00387,8,100,ductile_iron,rocky,1.64,2,6.77,1.198,116.85,4.572,11.56,22.6,486.6,Zone_C,0
P00388,7,100,cast_iron,rocky,1.16,0,3.7,0.082,11.6,2.747,3.02,10.5,424.4,Zone_B,0
P00389,3,150,ductile_iron,clay,1.1,1,3.27,0.495,80.08,1.702,3.72,22.7,143.6,Zone_E,0
P00390,17,50,PVC,sandy,3.07,1,2.06,0.026,108.4,1.47,2.42,17.9,337.7,Zone_A,0
P00391,33,150,steel,clay,3.48,3,3.75,0.16,75.93,1.842,5.39,24.2,314.9,Zone_E,0
P00392,48,400,cast_iron,loam,2.59,1,2.42,0.095,57.92,1.982,13.27,13.1,246.3,Zone_D,0
P00393,12,150,steel,sandy,3.37,0,4.17,0.912,7.65,1.896,,16.1,360.8,Zone_E,0
P00394,59,200,steel,loam,1.55,1,2.32,0.227,24.69,1.258,3.94,13.8,415.9,Zone_D,0
P00395,51,150,PVC,rocky,2.38,1,2.39,2.515,110.9,1.966,13.27,8.3,473.6,Zone_E,1
P00396,22,100,steel,rocky,2.04,3,4.13,0.076,117.54,1.472,13.93,18.1,239.9,Zone_B,0
P00397,55,150,cast_iron,rocky,1.95,1,4.69,0.13,61.61,1.097,0.8,22.4,329.4,Zone_D,0
P00398,22,100,cast_iron,clay,2.4,0,3.99,0.518,108.33,1.476,8.11,22.9,371.8,Zone_C,0
P00399,46,50,steel,clay,1.43,2,2.14,1.733,60.01,3.433,4.45,19.1,259.5,Zone_C,1
P00400,30,150,PVC,loam,2.42,0,3.07,0.661,23.31,4.758,2.53,24.6,414.5,Zone_E,0
P00401,38,300,cast_iron,sandy,2.52,2,7.63,0.067,14.83,2.036,7.77,11.5,18.9,Zone_E,0
P00402,38,100,PVC,clay,3.01,1,5.43,0.268,100.77,3.957,11.68,17.0,351.6,Zone_E,0
P00403,45,150,steel,sandy,2.69,3,7.12,2.779,112.86,0.009,2.57,21.0,97.1,Zone_A,1
P00404,51,300,PVC,rocky,1.46,0,2.31,0.036,52.12,5.648,4.84,27.0,205.7,Zone_A,0
P00405,54,200,ductile_iron,rocky,1.85,3,13.994692253946202,0.168,,0.016,8.53,22.3,413.9,Zone_B,0
P00406,8,200,PVC,clay,0.86,3,6.69,0.066,102.39,5.467,13.38,13.8,404.4,Zone_E,0
P00407,27,100,steel,sandy,1.27,2,4.31,0.859,44.45,0.396,13.36,13.5,233.7,Zone_A,0
P00408,27,300,cast_iron,loam,2.06,1,4.21,0.897,61.03,0.196,9.89,24.9,25.3,Zone_B,0
P00409,34,100,cast_iron,rocky,0.8,0,3.43,0.211,119.22,4.332,11.04,24.6,194.7,Zone_C,0
P00410,21,150,PVC,sandy,2.21,1,2.96,0.205,82.97,0.034,1.64,16.5,177.4,Zone_D,0
P00411,30,50,PVC,rocky,1.67,1,6.97,0.84,88.0,3.512,10.16,25.5,108.4,Zone_B,0
P00412,33,150,ductile_iron,loam,0.6,4,2.37,0.086,37.35,0.453,5.03,18.1,74.1,Zone_D,0
P00413,28,100,ductile_iron,rocky,1.8,2,4.99,0.863,34.55,1.02,10.7,13.2,165.2,Zone_D,0
P00414,47,150,cast_iron,loam,1.34,0,4.16,0.051,38.78,0.017,1.92,31.6,211.5,Zone_D,0
P00415,33,100,cast_iron,rocky,0.7,3,3.65,0.175,73.78,7.118,8.75,11.7,366.4,Zone_A,0
P00416,5,100,ductile_iron,rocky,1.38,0,6.56,0.35,112.81,1.17,5.39,10.5,288.2,Zone_B,0
P00417,48,150,PVC,clay,1.38,2,7.27,0.064,83.81,1.137,6.41,20.6,285.9,Zone_B,0
P00418,19,300,PVC,clay,1.57,5,3.17,0.039,38.05,0.047,1.63,16.7,425.3,Zone_C,0
P00419,4,400,PVC,rocky,1.6,0,2.46,0.157,78.81,0.412,10.35,23.0,451.7,Zone_B,0
P00420,35,100,ductile_iron,clay,1.79,1,4.25,0.441,20.98,0.434,11.18,27.9,205.7,Zone_E,0
P00421,49,200,ductile_iron,sandy,0.78,0,4.64,0.839,54.1,0.022,2.02,28.7,423.2,Zone_C,0
P00422,17,200,ductile_iron,rocky,0.52,0,12.820445714595028,0.659,,0.373,7.55,14.2,412.0,Zone_C,0
P00423,44,100,cast_iron,rocky,2.71,1,4.82,0.397,33.63,5.62,11.81,11.1,120.6,Zone_C,0
P00424,28,50,cast_iron,clay,1.51,0,7.71,0.541,69.18,1.748,3.35,20.5,34.4,Zone_C,0
P00425,30,200,ductile_iron,sandy,2.34,3,4.31,0.385,13.85,0.036,1.38,24.2,461.7,Zone_C,0
P00426,29,300,concrete,sandy,1.42,0,7.4,0.389,15.07,0.485,13.67,26.8,492.7,Zone_B,0
P00427,46,150,ductile_iron,sandy,3.45,2,7.09,0.008,12.93,1.069,11.45,23.1,302.8,Zone_B,0
P00428,53,150,concrete,rocky,1.45,0,,0.242,29.14,0.376,4.56,16.1,177.8,Zone_A,0
P00429,6,150,ductile_iron,loam,2.32,1,6.24,0.409,57.4,0.342,11.0,28.6,334.0,Zone_B,0
P00430,35,100,ductile_iron,rocky,1.16,2,3.25,,110.21,6.37,0.43,17.8,35.6,Zone_A,0
P00431,41,200,steel,clay,2.05,1,2.81,0.354,45.05,9.815,12.12,14.7,378.4,Zone_A,0
P00432,37,200,cast_iron,sandy,2.24,2,2.01,0.599,77.63,1.953,5.83,23.0,111.4,Zone_E,0
P00433,24,100,cast_iron,rocky,1.05,2,2.44,0.23,68.94,4.031,3.97,11.7,57.0,Zone_C,0
P00434,29,300,concrete,sandy,0.87,0,5.77,0.077,21.71,1.143,3.15,9.7,451.3,Zone_E,0
P00435,49,100,PVC,clay,3.42,1,7.31,0.016,59.62,0.012,6.19,23.2,283.6,Zone_C,0
P00436,46,400,cast_iron,rocky,3.18,0,7.87,0.422,,1.752,9.78,16.7,250.2,Zone_A,0
P00437,53,150,cast_iron,rocky,2.48,2,4.89,0.344,40.55,0.363,11.92,20.6,312.4,Zone_A,1
P00438,31,100,concrete,sandy,3.08,3,2.84,0.135,16.59,1.717,0.29,14.9,497.5,Zone_B,0
P00439,35,150,steel,loam,0.79,0,,0.125,29.9,4.449,14.11,16.6,104.3,Zone_D,0
P00440,33,150,PVC,clay,2.69,2,7.91,0.435,47.77,2.771,12.56,15.5,113.3,Zone_C,0
P00441,52,50,cast_iron,rocky,1.36,0,6.91,0.057,76.82,0.598,14.39,11.9,356.3,Zone_D,0
P00442,21,150,steel,rocky,2.12,1,5.14,0.073,20.85,3.316,3.86,12.7,414.8,Zone_A,0
P00443,32,150,ductile_iron,clay,2.79,3,3.47,0.143,73.4,2.485,2.4,24.6,469.0,Zone_C,0
P00444,23,200,ductile_iron,clay,0.6,0,5.11,1.08,32.89,5.474,13.12,6.7,401.8,Zone_A,0
P00445,33,50,PVC,rocky,2.58,2,7.03,0.611,12.62,1.941,0.28,19.1,266.8,Zone_B,0
P00446,3,150,ductile_iron,clay,1.8,1,5.34,,110.55,7.908,6.23,15.4,360.0,Zone_A,0
P00447,18,50,PVC,rocky,1.82,3,7.97,0.23,10.82,1.5,6.45,28.5,271.5,Zone_D,0
P00448,25,200,steel,rocky,3.22,2,2.64,0.27,101.84,1.489,3.39,25.4,331.4,Zone_D,0
P00449,42,50,steel,rocky,3.08,0,7.9,0.094,,0.038,3.48,29.0,47.9,Zone_B,0
P00450,31,300,ductile_iron,loam,0.67,1,5.51,0.918,38.43,5.513,10.01,20.7,326.4,Zone_B,0
P00451,54,200,ductile_iron,sandy,2.35,1,5.41,,87.55,1.128,4.79,27.6,165.9,Zone_A,0
P00452,58,150,ductile_iron,clay,1.81,1,4.15,0.715,35.22,4.054,1.55,,273.9,Zone_A,0
P00453,3,150,ductile_iron,loam,0.85,1,2.25,,96.3,0.975,5.07,21.3,76.1,Zone_D,0
P00454,40,100,PVC,sandy,3.05,3,6.56,,16.56,5.245,7.5,11.6,279.0,Zone_B,0
P00455,46,100,ductile_iron,loam,0.71,0,3.66,0.181,8.7,5.961,0.62,26.6,335.9,Zone_D,0
P00456,24,300,cast_iron,clay,0.6,2,4.1,1.989,20.9,0.042,,25.1,108.1,Zone_B,1
P00457,50,300,cast_iron,clay,1.09,3,5.2,1.262,87.68,2.469,10.62,16.4,58.1,Zone_E,1
P00458,32,50,ductile_iron,sandy,1.41,0,2.34,1.045,116.27,0.065,1.7,18.5,194.8,Zone_E,0
P00459,47,150,PVC,rocky,0.68,0,2.06,0.1,80.09,0.207,0.65,24.4,232.7,Zone_E,0
P00460,22,200,PVC,sandy,2.42,1,,0.044,105.83,0.083,14.87,20.0,323.2,Zone_B,0
P00461,23,150,PVC,sandy,1.81,0,6.41,1.664,,0.062,9.39,22.4,96.9,Zone_C,0
P00462,2,50,PVC,sandy,1.74,4,3.14,0.286,52.21,1.06,9.0,18.8,240.3,Zone_E,0
P00463,27,100,PVC,clay,0.94,3,5.09,1.043,71.2,1.204,3.33,17.9,459.1,Zone_D,0
P00464,42,100,ductile_iron,rocky,1.81,3,3.12,0.334,51.61,1.266,13.12,14.9,213.7,Zone_E,0
P00465,2,200,cast_iron,loam,1.67,1,3.71,0.524,87.17,0.339,1.05,11.2,94.5,Zone_D,0
P00466,26,150,PVC,clay,1.65,0,2.23,0.704,30.48,0.624,11.49,13.3,422.4,Zone_A,0
P00467,17,150,ductile_iron,clay,1.16,0,4.2,0.383,35.2,2.801,2.0,16.5,217.4,Zone_B,0
P00468,40,300,cast_iron,rocky,0.78,3,2.82,1.383,63.32,0.861,12.04,17.4,318.8,Zone_A,1
P00469,33,150,concrete,loam,1.28,4,5.35,0.025,81.4,0.604,3.22,19.5,441.8,Zone_A,0
P00470,9,300,ductile_iron,clay,2.5,0,7.02,0.901,20.0,0.825,14.62,15.0,314.9,Zone_E,0
P00471,43,150,PVC,sandy,0.72,0,7.27,0.582,39.53,4.504,3.05,24.5,423.3,Zone_D,0
P00472,54,100,PVC,clay,1.65,2,7.6,0.201,37.3,4.435,,26.2,328.9,Zone_E,0
P00473,48,300,cast_iron,clay,2.04,1,2.74,0.318,60.69,1.152,13.02,22.8,409.1,Zone_B,1
P00474,39,150,cast_iron,rocky,3.39,2,5.1,0.319,115.89,3.907,6.5,19.0,233.8,Zone_D,0
P00475,29,100,PVC,clay,3.03,2,2.69,0.022,49.97,0.915,7.07,10.3,490.2,Zone_C,0
P00476,42,100,cast_iron,rocky,3.25,1,,0.383,103.76,0.163,14.2,13.7,275.9,Zone_D,0
P00477,55,50,cast_iron,sandy,2.96,2,3.39,0.034,,1.209,1.08,16.9,344.3,Zone_E,0
P00478,26,150,concrete,clay,2.27,1,2.07,0.363,42.21,4.709,7.68,30.7,104.1,Zone_A,0
P00479,35,300,PVC,rocky,3.08,0,7.59,0.121,,0.142,6.01,24.0,212.0,Zone_A,0
